cid,text,time,author,channel,votes,photo,heart,reply,time_parsed,channel
UgyUUc9LtMQKheCb8GJ4AaABAg,Un general pocos huevos  arrastrado,hace 1 día,Juan manuel Herrada,UCOApcpM4eLJKtSvny1Gax8g,0,https://yt3.ggpht.com/ytc/AMLnZu8xbCfRtqZ5mbE-88pyb-1vbOo6PC5EsCr_vMw2wKI5CKBFZmHq729k041v2h8F=s176-c-k-c0x00ffffff-no-rj,false,false,1666303372,1
UgzdvMkR18DvdtXtaI94AaABAg,"Gracias, gracias Lilly, nuestra máxima admiración!",hace 1 día,Felipe Neri,UCXEGq45JQjzNftFojwBTObw,8,https://yt3.ggpht.com/ytc/AMLnZu_G9qelU1N13Opo4720KFTWsntqbY5_8_dT-A=s176-c-k-c0x00ffffff-no-rj,false,false,1666303372,1
UgzhDFbqcDx8N2NFzWp4AaABAg,"Pero si fué a Lilly Téllez  a la qué exhibieron por hipócrita, mostrandole el documento de la solicitud para qué la cuidaran a ella y a su familia el Ejército y la Guardia Nacional apenas en Agosto pasado y mostraron también el documento de la Gobernadora del PAN en Aguascalientes solicitando lo mismo, le mostraron las pruebas reales de su hipocresía, mientras qué Lilly Téllez alias la Rompe Catres sólo mostró cómo le dijo una diputada en la sesión, puras chingaderas y ni una sola prueba cómo siempre. 🤥🤥🤥🤥💵💵💵💵",hace 1 día,francisco romero,UCzGQkG9Uxm0MgC-Rl4NAlsw,0,https://yt3.ggpht.com/ytc/AMLnZu-wp1dttTnqtmjzh41cd9ybIK5Lj5yHbFKRoQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303372,1
UgwmlIt5e-G_esYvKrR4AaABAg,"LILY TUS PALABRAS LE DUELA AQUIEN LE DUELA ES LA VERDAD QUE MUCHOS QUISIÉRAMOS DECIR PERO NO PODEMOS NI SABEMOS COMO, MUY BIEN",hace 1 día,A Mar,UCXJJFe-XDlkZ7vW2of_GWcg,12,https://yt3.ggpht.com/ytc/AMLnZu9FVPhsMGbBaajM857U-2N_QN1MMlrVkF6GDfCbOw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303372,1
UgwD_AVke210dee1F5F4AaABAg.9hO6cLfT8xK9hO6qNY5H0n,"su tiempo esta excedido, concluya de una vez.",hace 1 día,Yuca Teco,UCeDipbyL7kD-tXlHW7Qv6kQ,0,https://yt3.ggpht.com/ytc/AMLnZu-sYVr8q61rzPOefkViFZik_VVVPzWtTH52R_KkuCLxb3UWtvrJU-NSeoh2Tn84=s176-c-k-c0x00ffffff-no-rj,false,true,1666303372,1
UgzPxHuY0RZREeJ6JdN4AaABAg.9hO6TkJxBsk9hO6r-PPSiP,"su tiempo esta excedido, concluya de una vez.",hace 1 día,Yuca Teco,UCeDipbyL7kD-tXlHW7Qv6kQ,0,https://yt3.ggpht.com/ytc/AMLnZu-sYVr8q61rzPOefkViFZik_VVVPzWtTH52R_KkuCLxb3UWtvrJU-NSeoh2Tn84=s176-c-k-c0x00ffffff-no-rj,false,true,1666303372,1
UgyGqd7gqbW0szwNagR4AaABAg,"Mis respetos a la Senadora Tellez, toda verdad,saludos",hace 1 día,guillermo palacios,UC5kuImyyiDgVpGmVfYiOdbw,3,https://yt3.ggpht.com/ytc/AMLnZu8MhdBz2N9bFQb32nmjZAdmMAUr6KPOqQxaiZmY0A=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugzm5Wncbmaw6G-g3MB4AaABAg,Una gran mujer con muchos ovarios.,hace 1 día,Maria Flores hernandez,UCJjQ68m75L-bdX4dv_hVO4A,4,https://yt3.ggpht.com/ytc/AMLnZu8I_ihRmcoEG9WK1o5bbpDdqQWSL9Z5KAyN940xJg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgzhJqdP8a6DLpndO_t4AaABAg,LOS DÍAS DE ANDRÉS MANUEL LÓPEZ OBRADOR Y LUIS CRECIENDO SANDOVAL Y A ESTAN CONTADOS LAS BASES DE LAS FUERZAS ARMADAS MEXICANAS NO IRÁN A LA FOSA HISTORICA DEL NARCOESTADO MEXICANO DE ANDRÉS MANUEL LÓPEZ OBRADOR SU LOCURA DEMENCIA Y ESTÚPIDEZ MENTAL EN EL DESASTRE HISTÓRICO MEXICANO EN SEGURIDAD PUBLICA NACIONAL......LA COMUNIDAD INTERNACIONAL VA POR SUS CABEZAS.....,hace 1 día,Wicho,UCdGNhQExbDACDtA4l_bhThw,0,https://yt3.ggpht.com/ytc/AMLnZu-kk0f98QdlWzOTHAUCsap24e6H3Njv-lUeKHIA5qoVU5a8iHlj_pMhgDlr9EyY=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugzmt6QQP3oUP_mymZ54AaABAg,LILLY TELLEZ 💙 HOTTIE 💙,hace 1 día,Jose luis Rojas,UCTQTdnD1QmcrG-E7ZHIGomg,66,https://yt3.ggpht.com/ytc/AMLnZu9Uxd7sSSaVWowFPx2-LnR_xL8UtFHKuOooF3J0_YhaD2iyEZxVIan1467cASrz=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugws5QK4mHbilF2e9pl4AaABAg,"Felicidades Lily ,",hace 1 día,Jesus Martinez z,UCVzNWAFFYxghrCzcSWFldkQ,4,https://yt3.ggpht.com/ytc/AMLnZu_MjN-3sfT2-j_hPSy8mV4defu_HKUhWhGy6Q=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgxJeac2ioFmBKQXDkN4AaABAg,Trankilos trankilos !,hace 1 día,Patricia G Ramirez,UCG-_eIevkNNKMbNVQwQYAJA,4,https://yt3.ggpht.com/ytc/AMLnZu_mXZBRooO_1X82YPVXyOjWWPuCA5R6bZISmw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgyANySlchLhLKc5XeR4AaABAg,"Que Lili Tellez  ayude a luchar por recuperar Renacionalizar lo PRIVATIZADO por Carlos Salinas, Ernesto ZEDILLO, Vicente Fox, FELIPE CALDERÓN, ENRIQUE PEÑA 👽👁️👽 Que ponga el ejemplo y encabece este movimiento reinvindicativo del pueblo Mexicano 🤠",hace 1 día,Eloy Perico,UCI53qCuWUlkSAoEt8ADMjwg,3,https://yt3.ggpht.com/ytc/AMLnZu-HEbL0M4rDN2Laaj6feoDj52I22VmtbFVNEg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgxcAGa0XRY7KNDaijN4AaABAg,"Esa es una orgullosa mujer mexicana, hay que sacar a esos del ejército, el ejército es una institución, no una cara",hace 1 día,ASTENNU00,UC8gljkwGqT1Xz1-vgv6AP_Q,3,https://yt3.ggpht.com/ytc/AMLnZu-iVk8MbpCtq1JLJD6g7m9MDbg6jmQOIoEc4pBJ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugz1zkP-eV2qoRy5G4l4AaABAg,Ésta mujer tiene más huevos que 100 millones de mexicanos taraditos.,hace 1 día,Al Mo,UCNc9McwlSOmwzSbhos09i2w,0,https://yt3.ggpht.com/ytc/AMLnZu8WSiRyOQX3B3truJiZhXr7CedBJDwWXlKg_8VEYMEZim3wYnl74rh2a6qsCb3i=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgwMVhl8Q7GyEwBla8B4AaABAg,"LILLY TELLEZ ME CAE BIEN , SOLO HAY QUE EXIGIRLES QUE TRABAJEN CON JUSTICIA Y VERDAD ! SALUDOS A TODOS !",hace 1 día,Gabriel Patchen Salmerón,UCLvnHfIq5UwEemgTo2tzBUA,24,https://yt3.ggpht.com/ytc/AMLnZu8Bh5nQKC5Ik7gqtIeNLfrEy2rTQM0SjmYJhw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugxjx3tn9ZGZpmncQNF4AaABAg,así se habla lily tellez' gracias por defender a México de los corruptos de morena..,hace 1 día,luis Castellanos,UCxaaamtY6s7395QVQTESEKA,0,https://yt3.ggpht.com/ytc/AMLnZu-rLN7PvMNeYLQMwpODDzU5Z-SdFkmFl6EeVQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgwaWziycXPNG0e2AwR4AaABAg,discurso de una mujer valiente que pasará a la historia,hace 1 día,Marco Antonio López Hernández,UCTF9haUfs3lKd1SLkm6HJZw,41,https://yt3.ggpht.com/ytc/AMLnZu-gRTIvD9VE6rC7k2K97J-THnHIgmHYd7obGg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgyW37eCUjEwTLU5NYl4AaABAg,chulada de ovarios,hace 1 día,Tejón sólo,UC1b7ZQPRCDO31agTuW_j3KA,1,https://yt3.ggpht.com/ytc/AMLnZu-3BNbBJitFX-GhFpBejoHy7HEnreKHdudQ6g=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugx8rBJhOu7Jg4QzhSZ4AaABAg,"Esta si es una gran mujer    K no se esconde para. Decir a cada quien su precio  
 No quieren k hable porque les duele 
 Lily. Téllez nunca serás olvidada por tener el valor  k ningún hombre tubo  par decir verdades",hace 1 día,Juanita Zapata,UCakcEe2ZP0qaUdT-MsBW4Tw,55,https://yt3.ggpht.com/ytc/AMLnZu-1-Ia2tKMMJlWVfirARrbIWC2TTj9EN1_Jpg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugyl5_ebZYNKDIq7w5F4AaABAg,"GRCIAS POR LA INFORMACION . POR FAVOR HABLEN VERDAD  , PORQUE NO HAY IMPARTICION EN EL PAIS DE MEXICO ?  PORQUE LOS POLITICOS PASADOS NO ESTAN EN LA CARCEL  ?
HAY PSICOPATAS EN EL GOBIERNO ? Y EN  LOS PARTIDOS POLITICOS . PORQUE SI HAY SON UN VERDADERO PELIGRO PARA MEXICO ! RESPONDAN ,RESPONDAN POR FAVOR !",hace 1 día,Gabriel Patchen Salmerón,UCLvnHfIq5UwEemgTo2tzBUA,0,https://yt3.ggpht.com/ytc/AMLnZu8Bh5nQKC5Ik7gqtIeNLfrEy2rTQM0SjmYJhw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgxX8uRQdGlq7AEKypx4AaABAg,Dan risa,hace 1 día,Oscar Galindo,UCqRCfWC1JzUSLzRBgUfm8_w,0,https://yt3.ggpht.com/ytc/AMLnZu8R06tGr81BGbe-arJ4ZxAeg3u9JiP_mia0Ll8Cnbm8s9WSUKygW4_LiA3i7eqm=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugx0m5WqoFMvCkocI0p4AaABAg,Esa Doña nadamás sabe armar bronca me recuerda a alguien... Que era similar pero ya estando en el poder nadamás se hace pend...,hace 1 día,Thezero 50,UC78H07VWTMQdeyCEqOvQsZQ,1,https://yt3.ggpht.com/ytc/AMLnZu8D7iFaeNbIbJpY3jglnRM-SgesmWOB7LTrWw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgyK1JmFREVeoDMP__p4AaABAg,"Si no es que quiera el alfalfa, es obligación constitucional que comparezca ante los representantes de los ciudadanos",hace 1 día,odi riba,UCVxl-SNxo70o317VtTkBbjQ,1,https://yt3.ggpht.com/ytc/AMLnZu-WoZVe-UddA4HjMUio7O4vnrFIZs6dHO2MAiF580xiPcCax_qwaB3V8dUVixzJ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgwJ1Jchl_N4EIpghvd4AaABAg,"Cada día admiro más a Lilly Tellez. CADA DÍA ME PARECE MÁS DESPRECIABLE CACASAMLO Y SUS SECUACES. AHORA EL EJÉRCITO MEXICANO ES UNA FARSA , CORRUPTO Y TRAIDOR.",hace 1 día,Chuy Li,UCQ86PrDcxs6Fa35Ri9kyZZA,0,https://yt3.ggpht.com/ytc/AMLnZu9mYhhlVAoXzlmDlEFq2oYU1T1ATieH-I6S8qRFGQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
UgxuuqO03WYKDTxue614AaABAg,"Y AHÍ ESTABA “el general y la de seguridad”. REPUGNANTES, IGUALITOS QUE SU jefazo, el bulto doblado, apellidado lopez obrador 🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀",hace 1 día,Beatriz Garcia,UCze-YumVGAnhiJF4lrBKrFA,0,https://yt3.ggpht.com/ytc/AMLnZu87dESEex6yuQ_sOBlmipAk8TQx3biYACLv2g=s176-c-k-c0x00ffffff-no-rj,false,false,1666303373,1
Ugzmt6QQP3oUP_mymZ54AaABAg.9hO5wJMEr8X9hO6Cf_6o-S,"y sin gritar como loca, quien lo iva a imaginar que se podia controlar aunque sigue teniendo incontinencia verbal.",hace 1 día,Yuca Teco,UCeDipbyL7kD-tXlHW7Qv6kQ,2,https://yt3.ggpht.com/ytc/AMLnZu-sYVr8q61rzPOefkViFZik_VVVPzWtTH52R_KkuCLxb3UWtvrJU-NSeoh2Tn84=s176-c-k-c0x00ffffff-no-rj,false,true,1666303373,1
Ugzmt6QQP3oUP_mymZ54AaABAg.9hO5wJMEr8X9hO6cmPEVbn, @Yuca Teco  total mente de acuerdo,hace 1 día,Jose luis Rojas,UCTQTdnD1QmcrG-E7ZHIGomg,2,https://yt3.ggpht.com/ytc/AMLnZu9Uxd7sSSaVWowFPx2-LnR_xL8UtFHKuOooF3J0_YhaD2iyEZxVIan1467cASrz=s176-c-k-c0x00ffffff-no-rj,false,true,1666303373,1
UgyANySlchLhLKc5XeR4AaABAg.9hO5pt9dPNs9hO96ySjd_n,Que le robaron a Usted?...,hace 1 día,Héctor,UCtJtvDTn14yWzr6EzsJpBbA,1,https://yt3.ggpht.com/zrXjKcjN-DW4ucsblrLGEOfCZrxss7CJokKb2Lg0jaZrKHvZfgPAUAA7qTKbO4ZPgXd7l3YXXzk=s176-c-k-c0x00ffffff-no-rj,false,true,1666303373,1
UgwaWziycXPNG0e2AwR4AaABAg.9hO5V15SIRq9hPF6x6MQNp,Pero como pch p...,hace 1 día,eduardo montiel barrientos,UCQKP7zk0LlXaKANBAFmnFWg,0,https://yt3.ggpht.com/ytc/AMLnZu8PbisQVjsZ3KbUC60ihWnk76NkKYQVj8hL=s176-c-k-c0x00ffffff-no-rj,false,true,1666303374,1
Ugx8rBJhOu7Jg4QzhSZ4AaABAg.9hO5QbS4BrY9hO6OdM3Ff2,"y lo hizo sin gritar como loca, quien lo iva a imaginar que se podia controlar aunque sigue teniendo incontinencia verbal.",hace 1 día,Yuca Teco,UCeDipbyL7kD-tXlHW7Qv6kQ,2,https://yt3.ggpht.com/ytc/AMLnZu-sYVr8q61rzPOefkViFZik_VVVPzWtTH52R_KkuCLxb3UWtvrJU-NSeoh2Tn84=s176-c-k-c0x00ffffff-no-rj,false,true,1666303374,1
Ugx8rBJhOu7Jg4QzhSZ4AaABAg.9hO5QbS4BrY9hPDYNXUCIH,Gran mujer ?????????  Andaba de p... En tv azteca.,hace 1 día,eduardo montiel barrientos,UCQKP7zk0LlXaKANBAFmnFWg,1,https://yt3.ggpht.com/ytc/AMLnZu8PbisQVjsZ3KbUC60ihWnk76NkKYQVj8hL=s176-c-k-c0x00ffffff-no-rj,false,true,1666303374,1
Ugw9QD4xq_QX4OaYqY14AaABAg,Todo lo expuesto por la senadora son verdades,hace 1 día,Aurelia Jimenez,UC0CH4KM_SXQPoxXiCIDL6Og,1,https://yt3.ggpht.com/ytc/AMLnZu8gMRNIUwkTBC0dj9BMtvHf7_9119HXFyoGfDAb=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgyR5sr1qX6n7dYYWbR4AaABAg,Bravo Lily TELLES yo estoy contigo un ejército tramposo y mediocre no lo merece México,hace 1 día,Marco Antonio Mulato Sanchez,UCSk9bmdF-XsWHqdMR804g1w,0,https://yt3.ggpht.com/ytc/AMLnZu_XysgzzDaeLqA1CeYWdzVgXVWrmzyH9LZacQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgzkU_nKR21AGtsaeh54AaABAg,ese es es valor mi senadora duro y a la cabeza contra los morenos,hace 1 día,Gabriel Lugo,UCAvOqfq78YPGWjUzpBaknlA,0,https://yt3.ggpht.com/ytc/AMLnZu-_Qwyha0y7sjkpPE6tlVpKZuUXC3wgfmqtRg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
Ugz9CE2yB6E38Pg3-wl4AaABAg,Gracias Lilly Telles,hace 1 día,Felipe Neri,UCXEGq45JQjzNftFojwBTObw,4,https://yt3.ggpht.com/ytc/AMLnZu_G9qelU1N13Opo4720KFTWsntqbY5_8_dT-A=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
Ugwo8bNAjoG4BGb2vlp4AaABAg,"Mis respetos Lilly Téllez eres Valente , no guardas silencio , gracias por expresarte por todos los Mexicanos , porque cada día nos sentimos impotentes y frustrados ante todo lo que está ocurriendo y que muchos Senadores se han olvidado qie nos representan y anteponiendo sus intereses personales, gracias gracias Senadora",hace 1 día,silvya castillo,UCYQDuYWImSvmyX7z3Zb1ynQ,42,https://yt3.ggpht.com/ytc/AMLnZu9jy1JHcO-_5AJKGIrOQSpFey2Y8e1Bff6K1yhZliu5xp32aI2dA0GgRLuMmMDz=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgzZr4n3TQfGedHj4Et4AaABAg,"Que bien que se lo digan en su cara al General Sandoban, de lo solapador y tapadera que mutuamente están colugdidos con el Presidente.",hace 1 día,Julian Javier Rojas Leal,UCdW_9xeHko7OLTJY8tIkjgA,0,https://yt3.ggpht.com/ytc/AMLnZu8WMwzN1_iU90ntcjMyVrIb0Z7e4WxpySbKYg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgzbgAKq1AY76TZlxQR4AaABAg,Jajaja jajaja y que chinga le dió Rosa Isela ala changa bananera jajaja jajaja serrado de ocico Rosa Isela le puso un kilo de plátano Enel ocico jajaja jajaja tome para que aprenda saludos perros chayoteros se les acabó el hueso ladren perros ladren jajaja jajaja qué a López Obrador se la van a seguir pelando,hace 1 día,Alejandro Ortiz,UCPk_vQ9x3_X94HqmEckkJkQ,0,https://yt3.ggpht.com/ytc/AMLnZu-C2LHsCHaTNJ9Q8WRFBA8QyKZOnA77CdqPBA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
Ugxgn7ZinPa73EmevmB4AaABAg,Esta mujer tiene al chamuco metido!!!!,hace 1 día,Tlacael,UCRRYmbupIxWsBafIbVlsL6A,1,https://yt3.ggpht.com/ytc/AMLnZu_nYLSCbYYylma5llJsMPIy-rSC3fnPS6R_ihghVCwyv88JhVsJRAudxQbF_O-U=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgxDA402JqJlx2Jl0r94AaABAg,"Los militares nunca han servido para nada son unos corruptos de primera, de la filas militares han salido muchos narcos, la verdad todos sabes que la mayoría de los soldados son analfabetas, pero el vejete que tenemos de presidente los quiere tener ahí, es una pena, son unos títeres los altos mandos",hace 1 día,Terryble El terryble,UC1TcoM4D4qq2t0AkexVbY_w,0,https://yt3.ggpht.com/ytc/AMLnZu_Z8zFraNNcLaaJcbwzmeyCSJ0Ej0AQzqPmxA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
Ugwa4kbdAT9s7BY3axN4AaABAg,"FRENTE  A FRENTE, claro que si, muy bien Senadora le aplaudo",hace 1 día,paulina gonzález,UCU_W-ZnolvuatA9ZvJbynhQ,3,https://yt3.ggpht.com/ytc/AMLnZu97AmwzgHWXN__lGNmM4KTO2C_TlzZj2M2jVNMmmw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
Ugy2dAiIvfkwQN0-wHt4AaABAg,"LILLY,, TEYEZ, tú estás cumpliendo un mandato, qué te ha encomendado, la patria, que tomen un ejemplo, aquéllos qué han llegado, por puro accidente, ha ocupar, un asiento, en la asamblea, y son sordos ciegos y mudos, y muy hábiles, para cobrar sus salario, por no hacer nada, por la patria gracias, dé nuevo,LiLLY,por ser la única,en la asamblea que quiere, ha México!!!!",hace 1 día,Nuncio Ballesteros,UCeTPrYOZDnywOeGFyVSi1DA,1,https://yt3.ggpht.com/ytc/AMLnZu9NPtNjrD-gJMlncYmqrzpht2RW2ccJf9DMOzOmNE-CjS3vtPP_D0mCb6Ro7zCv=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgyEpqrdYnOIM2-IpmV4AaABAg,Mis respetos a la senadora Téllez. Un ejemplo para los demás miembros de nuestro poder Legislativo.,hace 1 día,Alejandro Reyes Medina,UCGzWYZW3AG80kysA46LUU0w,2,https://yt3.ggpht.com/ytc/AMLnZu82P1kt8q78RQpVc3YQFYPCb28SBttzjOzK8PDgj_RjMUQQuPEPoLGxI8iOiY1y=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgzYgvBNe-raORqRNEp4AaABAg,Si senadora un 🔟 x decir de frente lo que se piensa de sedena y marina x que así los ha puesto el líder 🙃 ❗Ojala despierte antes de que no halla retornó 🤷🏼‍♀️.,hace 1 día,Yoki Ramírez,UCwAbR6Ke9uF96eEEU7HN9Fg,0,https://yt3.ggpht.com/o1COX5puNfURP27XgchbxxNwTbOh0hrEETcd-dZ8P1N7Dp3vqfYiHP3h-mXWqdfqhDseyS7YQQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgzI4f4-ZTobFQNWm4R4AaABAg,"Me recordó a otro histrionico  fernandez noroña,cuando le grito sus verdades a Garcia luna el cual reía estúpidamente hoy sucedió lo mismo 😂",hace 1 día,sem rey,UChyL1TzrKVlBK2HiaWvOAvw,2,https://yt3.ggpht.com/o4fdS2bxMhsLU8zTF7OJ73YBgCkPVNUGBIk9-13DJ8wgNLtZCARcYjprZ8YHxm9XUmRZ6yKE=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
Ugw2WWzcgsHSHM8dkzR4AaABAg,PROXIMA PRESIDENTA DE MEXICO!!!!,hace 1 día,cafb fran,UCCkC0meBNnQRNARuoAecPtQ,0,https://yt3.ggpht.com/ytc/AMLnZu-jBOb5zEZeg_zT_igLMVu6fWJw6glSgaWOxg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgzfbiJunrbzKdVo1IB4AaABAg,Quien apoya a esa politica inepta?,hace 1 día,Richard Rueda,UCyEuRJAPQkGUXtGJ1nsXaSw,0,https://yt3.ggpht.com/ytc/AMLnZu-oVyAJ1fSCzoHNpJ_0XzTpxFq9uAk-du2y2eCwWHilerv_oYFGT4PCbgMptOA6=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgwEnOw5K_b4kcnNjl14AaABAg,"Mujer sin moral, el pueblo le paga por atacar. Nunca propone nada para mejorar el pais",hace 1 día,Tlacael,UCRRYmbupIxWsBafIbVlsL6A,0,https://yt3.ggpht.com/ytc/AMLnZu_nYLSCbYYylma5llJsMPIy-rSC3fnPS6R_ihghVCwyv88JhVsJRAudxQbF_O-U=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgzpS1rm5kOuZ_oUn_x4AaABAg,Saludos senadora tiene toda la razón el pueblo es el  que le paga al general  al presidente  ya todas las autoridades diputados y senadores gobiernos  pelean por tener el dinero del pueblo  servirse  de el y todavía lo roban no tienen madre ni vergüenza  ya no chinguen por favor,hace 1 día,Diana Patricia Mendoza Porcayo,UCck3uL_RjPlAA-qXW--OJWQ,1,https://yt3.ggpht.com/ytc/AMLnZu_8f_ami59h_lww99iEWC1pB1vUZ1XpzUrv4tFkCw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgyCH9WKAtr_qEy5rgl4AaABAg,"Pronunció el sentir de millones de Mexicanos, gracias.
Ahora se tiene que hacer un frente común para acabar con esta dictadura, por que si no se cierran filas en defensa de la democracia, tendremos a nuestro Hugo Chávez.
Vamos a defender a MÉXICO.....",hace 1 día,José Rodolfo Contreras Tellez,UCpdwYC__UYuFrtr7I8CYEJQ,47,https://yt3.ggpht.com/ytc/AMLnZu8wpg-LzJfcbeAypchwMBVDu2w9vY6ujcivxQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
UgzoE0LFocNDNs5Tq_N4AaABAg,"Bravo Lilly
Qué webs ,de frente, pura verdad,  en la cara del millonario general de la SEDENA. , el representante  de los narcos. 👍",hace 1 día,Onesimo Saenz,UCpQ4tTpXUxCXlMKToZ7p1JA,0,https://yt3.ggpht.com/ytc/AMLnZu9LbgNU7WfhQy1YLgbzywh6CL24PjD3Zf4OQw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303374,1
Ugwo8bNAjoG4BGb2vlp4AaABAg.9hO4stouSF79hO6p7-s32X,"su tiempo esta excedido, concluya de una vez.",hace 1 día,Yuca Teco,UCeDipbyL7kD-tXlHW7Qv6kQ,0,https://yt3.ggpht.com/ytc/AMLnZu-sYVr8q61rzPOefkViFZik_VVVPzWtTH52R_KkuCLxb3UWtvrJU-NSeoh2Tn84=s176-c-k-c0x00ffffff-no-rj,false,true,1666303375,1
UgyCH9WKAtr_qEy5rgl4AaABAg.9hO4Xkqxt4K9hOUFAyAuMV,DIOS 🙏🙏🙏DELANTE DE NOSOTROS  UNIDOS.  💪💪💪💪 VENCEREMOS.,hace 1 día,Marilyn gomez,UCW8Jxcy3UpODPGvIzECxcew,0,https://yt3.ggpht.com/ytc/AMLnZu8U2lkZt4AW0M2Oc-8kKYJx8sMm0z8XGbsj18nplZA=s176-c-k-c0x00ffffff-no-rj,false,true,1666303375,1
Ugw8CNKpNDfSU5plFKJ4AaABAg,"Está mujer Sólo blablabla..no concreta no hacé síntesis,, parece más una provocadora inducida que una legisladora...en fin ... tenemos que pagarle su súper sueldo y prestaciones. .. por no hacer nada..
Así las cosas",hace 1 día,Guillermo Lopez Garcia,UCjQnptgoSAAr5TyAjDTA8pw,0,https://yt3.ggpht.com/ytc/AMLnZu_QTG5nE9Plp4oEN4MTCh52YPcHPbubwxPQiHxgOg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303375,1
UgxIuwRiQWaAvisRLhl4AaABAg,Bravo Lili seguro  estoy q sy estuvieras frente al Canelo al mismo le pondrías  una chinga q valor tienes,hace 1 día,Enrique Cervantes,UCSH1ahx6dQ2TXI4LO2ybfYQ,2,https://yt3.ggpht.com/ytc/AMLnZu8WcyBLlMWyQVMKdvHbn9cwzTNsaHz7W8dgDXU7Gc0YWWpO9LorJjje95sez-D0=s176-c-k-c0x00ffffff-no-rj,false,false,1666303375,1
UgzIt-_VZr9xUgNQvQp4AaABAg,"Lilly Téllez tiene más cojones y más integridad que todos los integrantes de los partidos de oposición que tienen miedo por la cola que tienen, y para mayor vergüenza es una mujer sin doblez",hace 1 día,Rolando Avila,UCjhlc6y7mUErX39Y5Lb413A,1,https://yt3.ggpht.com/ytc/AMLnZu8AqMMLOxxixeGIq4vKygHF0qE9XyBJ-0jeLA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303375,1
UgzODGmezwwiK-i8NlR4AaABAg,Mis respetos y admiración,hace 1 día,Carlos Wismann,UCt_ZP8t3SXl78bbD1UQX1Ew,18,https://yt3.ggpht.com/ytc/AMLnZu_gRj5O91npofsJ_Wv_dvNnwD16KkXXrrIVPDnee7w=s176-c-k-c0x00ffffff-no-rj,false,false,1666303375,1
UgxQmMJi2mR5BgD0nLN4AaABAg,Tómala,hace 1 día,NESTOR PONCE,UCEo77tgvy8RHxf5T-mPYJ7w,2,https://yt3.ggpht.com/ytc/AMLnZu8v6gFhBPpdq7F1_BoWpeNzm4vCurpMofvN=s176-c-k-c0x00ffffff-no-rj,false,false,1666303375,1
